V2,V7,V8,V9,V10,gid,project,psid,PID,K2,wave,gc,term,lang,hilow,incent,Q_Language,cguess,Q_TotalDuration,med,Q19_1,D1,D2,D3,Q1,Q2,Q8,Q5,Q6,Q7,Q9,Quiz.1.Correct,Quiz.2.Correct,Quiz.3.Correct,Quiz.4.Correct,Quiz.5.Correct,Quiz.6.Correct,Q10_1,Q12,Q18_1,Q13,Q14,Q15#1_1,Q15#1_2,Q15#1_3,Q15#1_4,Q15#1_5,Q15#1_6,Q15#1_7,Q15#1_8,Q15#1_9,Q15#1_10,Q15#1_11,Q15#1_12,Q15#1_13,Q15#1_14,Q15#1_15,Q16,Q22,Q23,Q24,Q27,Q29,Q28,Q31,Q29,Q30,Q32_1,Q32_2,Q32_3,Q32_4,DO-BR-FL_180,DO-BR-FL_169,DO-BR-FL_183,DO-BR-FL_23,DO-BR-FL_186,DO-BR-FL_31,DO-BR-FL_189,DO-BR-FL_47,DO-BR-FL_192,DO-BR-FL_43,DO-BR-FL_195,DO-BR-FL_39,DO-BR-FL_198,DO-BR-FL_35,DO-BR-FL_19,DO-BR-FL_8,DO-BR-FL_263,DO-BR-FL_254,DO-BR-FL_236,DO-BR-FL_227,DO-BR-FL_160,DO-BR-FL_150,DO-BR-FL_130,DO-BR-FL_120,DO-BR-FL_100,DO-BR-FL_89,DO-Q-Q15,LocationAccuracy
Default Response Set,0,07/09/2015 04:40,07/09/2015 04:45,1,UK200226,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,no,EN,United Kingdom of Great Britain and Northern Ireland,301,{Invalid Expression},1,1,2,183,1,Ludwig van Beethoven,Stefani,Dave Grohl,1862,3,"Gary, Indiana",1,1,1,1,1,1,1,1,1,1,2,4,4,4,2,3,4,4,4,4,4,3,4,4,4,3,89,,American,3,1,2,2000,3,1,2,2,2,2,2,,,,,FL_187,Quiz|Coin flip,,,,,,,,,FL_21,FL_9,,,,,,,,,,,10|12|6|11|7|14|15|5|9|2|8|4|13|1|3,-1
Default Response Set,0,07/09/2015 04:54,07/09/2015 04:55,1,AR200213,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,ES,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 04:48,07/09/2015 04:59,1,DK200225,Qual12-1114CountriesUKUS,,,,2,1,,DA,5,yes,DA,Indien,653,{Invalid Expression},1,1,4,48,1,Ludwig van beethoven,Stefani,Dave Grohl,1862,3,"Los Angeles, Californien",1,1,1,1,1,0,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,90,1,,3,3,1,Ønsker ikke at sige,4,2,2,2,2,2,1,,,,,,,,,,,FL_196,Quiz|Coin flip,,,FL_20,,FL_264,,,,,,,,,,10|11|4|7|9|15|8|12|5|13|2|14|1|3|6,-1
Default Response Set,0,07/09/2015 04:50,07/09/2015 05:00,1,IN200174,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,yes,EN,Portugal,629,{Invalid Expression},1,2,5,78,1,Beethoven,Stefani Joanne Angelina Germanotta,Dave Grohl,1862,three,Gary Indiana,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,90,1,indian,2,2,2,"40,000",3,7,2,2,2,2,2,FL_181,Quiz|Coin flip,,,,,,,,,,,,,FL_20,FL_12,,,,,,,,,,,5|15|9|13|14|11|6|10|4|3|1|7|2|12|8,-1
Default Response Set,0,07/09/2015 05:04,07/09/2015 05:04,1,KR200220,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 05:12,07/09/2015 05:15,1,KR200221,Qual12-1114CountriesUKUS,,,,2,2,country,,,,KO,,135,,1,1,5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 05:16,07/09/2015 05:16,1,KR200224,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 05:13,07/09/2015 05:22,1,KR200222,Qual12-1114CountriesUKUS,,,,2,1,,KO,3,no,KO,남아프리카,537,{유효하지 않은 수식},1,2,6,139,1,베토벤,스테파니,미로,1862,4,인디애나,1,1,0,1,0,0,1,1,1,1,1,4,3,3,2,2,4,2,2,2,4,3,,5,3,1,50,,대한민국,2,5,4,350,2,5,2,2,2,2,2,,,FL_185,Quiz|Coin flip,,,,,,,,,,,FL_21,,,,,FL_234,,,,,,,6|2|9|5|1|7|3|12|13|15|11|8|10|14|4,-1
Default Response Set,0,07/09/2015 05:28,07/09/2015 05:29,1,IN200178,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 05:37,07/09/2015 05:41,1,UK200228,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,yes,EN,Denmark,217,{Invalid Expression},1,1,3,183,1,Beethoven,No idea.,Dave Groh,1830,6,"Gary, Indiana.",1,0,1,0,0,1,1,1,1,1,2,4,4,2,4,3,4,2,4,4,4,3,4,4,4,4,75,1,British.,3,1,1,Rather not say.,4,4,1,2,2,2,2,,,,,FL_188,Coin flip|Quiz,,,,,,,,,FL_20,FL_14,,,,,,,,,,,2|11|8|15|5|3|10|13|1|14|9|6|4|12|7,-1
Default Response Set,0,07/09/2015 05:21,07/09/2015 05:41,1,IN200177,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,no,EN,United Kingdom of Great Britain and Northern Ireland,1193,{Invalid Expression},1,2,5,78,1,Ludwig Van Beethoven,Stefani Joanne Angelina Germanotta,"Krist Novosellic, Kurt Cobain, Dave Grohl",8/22/1862,Three,"Gary, Indiana USA",1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,2,4,2,4,4,4,3,4,4,3,3,60,,Indian,1,2,3,"30,000",1,7,2,2,2,2,1,FL_182,Quiz|Coin flip,,,,,,,,,,,,,FL_21,FL_9,,,,,,,,,,,1|14|5|12|2|13|8|15|3|4|9|11|7|10|6,-1
Default Response Set,0,07/09/2015 05:42,07/09/2015 05:52,1,IN200180,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,no,EN,Argentina,588,{Invalid Expression},1,2,4,78,1,Ludwig van Beethoven,Stefani Joanne Angelina Germanotta,Dan Peters,1862,7,Indiana,1,1,1,1,0,0,1,1,1,1,1,4,3,4,4,4,4,1,4,4,4,4,4,4,4,2,70,,Indian,1,2,2,1500000,2,7,1,2,1,2,1,FL_181,Quiz|Coin flip,,,,,,,,,,,,,FL_21,FL_13,,,,,,,,,,,10|7|1|13|2|14|12|6|8|4|11|9|3|15|5,-1
Default Response Set,0,07/09/2015 05:46,07/09/2015 05:54,1,DK200226,Qual12-1114CountriesUKUS,,,,2,1,,DA,5,yes,DA,sydafrika,444,{Invalid Expression},1,1,2,48,1,Beethoven eller Mozard eller Mahler,"Stefanie et eller andet, og så noget med Germanotto eller sådan",Dave Grohl tror jeg.,1800?,3,"Indiana, kan ikke huske staten",1,1,1,0,1,0,1,1,1,1,1,4,4,2,2,3,4,4,3,4,4,4,4,4,3,3,75,1,Engelsk,3,1,1,5.000 (S.U),3,8,1,2,2,1,1,,,,,,,,,,,FL_196,Coin flip|Quiz,,,FL_20,,FL_270,,,,,,,,,,4|8|2|14|3|15|9|10|5|12|7|6|13|1|11,-1
Default Response Set,0,07/09/2015 05:39,07/09/2015 05:58,1,UK200229,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,no,EN,South Africa,1162,{Invalid Expression},1,1,2,183,1,Ludwig van Beethoven,Stefani,Dave Grohl,1862,3,"Gary, Indiana",1,1,1,1,1,1,1,1,1,1,,3,3,3,2,3,3,2,2,2,2,2,2,3,2,3,50,,British,2,1,1,3000,2,7,1,1,1,1,1,,,,,FL_188,Coin flip|Quiz,,,,,,,,,FL_21,FL_15,,,,,,,,,,,8|3|10|6|7|12|2|13|4|15|9|11|1|14|5,-1
Default Response Set,0,07/09/2015 06:01,07/09/2015 06:01,1,KR200230,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 06:03,07/09/2015 06:12,1,KR200231,Qual12-1114CountriesUKUS,,,,2,1,,KO,3,no,KO,덴마크,534,{유효하지 않은 수식},1,1,6,139,1,모름,모름,모름,모름,모름,모름,0,0,0,0,0,0,1,1,1,1,2,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,50,,대한민국,2,2,3,1500000,2,5,2,2,2,2,2,,,FL_185,Coin flip|Quiz,,,,,,,,,,,FL_21,,,,,FL_233,,,,,,,5|13|9|2|6|11|15|1|10|8|14|7|4|3|12,-1
Default Response Set,0,07/09/2015 06:16,07/09/2015 06:20,1,ZA200159,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,yes,EN,Portugal,254,{Invalid Expression},1,2,2,160,1,,,Dave Grohl,,4,,0,0,1,0,0,0,1,1,1,1,1,4,4,1,1,2,4,2,2,1,4,2,4,4,2,4,50,1,South African,3,1,1,5500,4,1,2,1,2,2,1,,,,,,,,,,,,,FL_200,Coin flip|Quiz,FL_20,FL_12,,,,,,,,,,,7|13|6|15|4|10|3|2|9|12|8|14|11|1|5,-1
Default Response Set,0,07/09/2015 06:18,07/09/2015 06:26,1,IN200185,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,no,EN,India,466,{Invalid Expression},1,2,5,78,1,don't know,don't know,don't know,1869,12,california,0,0,0,0,0,0,1,1,1,1,1,4,4,3,4,2,4,1,2,4,4,4,4,4,3,5,70,,indian,2,2,3,100000,2,7,2,2,2,1,2,FL_182,Coin flip|Quiz,,,,,,,,,,,,,FL_21,FL_10,,,,,,,,,,,5|7|13|3|8|10|12|14|9|4|15|1|11|6|2,-1
Default Response Set,0,07/09/2015 06:29,07/09/2015 06:29,1,ZA200162,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 06:33,07/09/2015 06:34,1,UK200230,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 06:34,07/09/2015 06:35,1,KR200233,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 06:38,07/09/2015 06:38,1,IN200189,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 06:41,07/09/2015 06:41,1,IN200190,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 06:59,07/09/2015 07:00,1,ZA200165,Qual12-1114CountriesUKUS,,,,2,2,country,,,,EN,,66,,1,2,6,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 07:00,07/09/2015 07:00,1,ZA200166,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 06:35,07/09/2015 07:02,1,KR200234,Qual12-1114CountriesUKUS,,,,2,1,,KO,5,yes,KO,대한민국,1650,{유효하지 않은 수식},1,2,6,139,1,베토벤,스테파니,데이브 그롤,1862,20,인디애나   개리,1,1,1,1,0,1,1,1,1,1,1,4,4,4,2,2,4,3,4,4,4,3,4,4,3,3,60,1,대한민국,1,3,3,100,1,5,1,2,2,2,2,,,FL_184,Quiz|Coin flip,,,,,,,,,,,FL_20,,,,,FL_229,,,,,,,6|8|5|10|2|14|7|15|11|3|4|9|13|1|12,-1
Default Response Set,0,07/09/2015 07:03,07/09/2015 07:03,1,KR200237,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 06:55,07/09/2015 07:06,1,DK200227,Qual12-1114CountriesUKUS,,,,2,1,,DA,3,no,DA,Republikken Korea,627,{Invalid Expression},1,1,3,48,1,beethoven,Stefani,dave grohl,1862,3,gary indiana,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,4,4,4,4,3,4,4,4,4,3,,75,,dansk,2,2,2,18000,3,7,2,1,2,2,1,,,,,,,,,,,FL_197,Coin flip|Quiz,,,FL_21,,FL_265,,,,,,,,,,15|2|3|9|12|1|10|13|6|11|5|8|14|7|4,-1
Default Response Set,0,07/09/2015 07:12,07/09/2015 07:12,1,KR200238,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 07:10,07/09/2015 07:16,1,ZA200167,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,yes,EN,South Africa,357,{Invalid Expression},1,1,5,160,1,,,,,,,0,0,0,0,0,0,1,1,1,1,2,4,4,4,3,4,4,4,4,4,4,4,2,4,2,4,95,1,South African,3,2,3,R50000,3,1,2,2,2,1,2,,,,,,,,,,,,,FL_199,Quiz|Coin flip,FL_20,FL_15,,,,,,,,,,,12|1|15|2|14|11|9|4|7|5|13|10|8|3|6,-1
Default Response Set,0,07/09/2015 07:15,07/09/2015 07:16,1,KR200239,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 07:19,07/09/2015 07:20,1,KR200240,Qual12-1114CountriesUKUS,,,,2,2,age,KO,,,KO,,46,,1,1,1,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 07:16,07/09/2015 07:24,1,DK200228,Qual12-1114CountriesUKUS,,,,2,1,,DA,5,yes,DA,Argentina,497,{Invalid Expression},1,1,3,48,1,Beethoven,Stefani Joanne Angelina Germanotta,Dave Grohl,1862,3,"Gary, Indiana",1,1,1,1,1,1,1,1,1,1,1,4,4,2,2,3,4,4,4,3,4,3,4,3,3,3,100,1,Dansk,3,1,1,9.5,4,6,2,2,2,2,2,,,,,,,,,,,FL_196,Coin flip|Quiz,,,FL_20,,FL_268,,,,,,,,,,2|5|4|12|13|9|10|3|11|1|8|6|15|14|7,-1
Default Response Set,0,07/09/2015 07:20,07/09/2015 07:27,1,AR200215,Qual12-1114CountriesUKUS,,,,2,1,,ES,3,no,ES,Sudáfrica,422,{Expresión no válida},1,1,2,7,1,Bethoveen,,,,3,,1,0,0,0,1,0,1,1,1,1,2,4,4,2,5,4,2,2,5,4,4,4,4,4,2,4,50,,Argentino,3,1,1,0,4,8,2,2,2,1,2,,,,,,,,,FL_194,Coin flip|Quiz,,,,,FL_21,,,FL_261,,,,,,,,,8|12|9|7|2|13|14|6|3|10|4|15|5|11|1,-1
Default Response Set,0,07/09/2015 07:20,07/09/2015 07:27,1,ZA200168,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,no,EN,Republic of Korea,412,{Invalid Expression},1,2,5,160,1,,,,,,,0,0,0,0,0,0,1,1,1,1,2,4,4,3,2,3,4,3,4,4,4,4,2,4,4,2,90,,South African,2,2,3,R30 OOO,2,5,2,2,2,1,2,,,,,,,,,,,,,FL_200,Quiz|Coin flip,FL_21,FL_11,,,,,,,,,,,10|3|4|11|5|13|12|6|2|9|7|15|14|1|8,-1
Default Response Set,0,07/09/2015 07:36,07/09/2015 07:36,1,IN200193,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 07:24,07/09/2015 07:38,1,KR200242,Qual12-1114CountriesUKUS,,,,2,1,,KO,5,yes,KO,영국과 북 아일랜드의 영국,827,{유효하지 않은 수식},1,1,6,139,1,베토벤,스테파니 조안느 안젤리나 제르마노타,데이브 그롤,1862,3,gary city indiana state,1,1,1,1,1,1,1,1,1,1,1,4,4,4,2,4,4,4,4,4,4,4,4,4,2,4,75,1,대한민국,1,2,3,4000000,1,7,2,2,2,2,2,,,FL_184,Quiz|Coin flip,,,,,,,,,,,FL_20,,,,,FL_230,,,,,,,11|5|12|15|6|1|7|3|14|9|10|4|8|13|2,-1
Default Response Set,0,07/09/2015 07:38,07/09/2015 07:38,1,ZA200182,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 07:39,07/09/2015 07:39,1,IN200194,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 07:34,07/09/2015 07:40,1,ZA200179,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,no,EN,Argentina,359,{Invalid Expression},1,2,5,160,1,,Stephanie,,,,,0,1,0,0,0,0,1,1,1,1,1,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,100,,South African,2,4,2,20000,2,1,2,2,2,2,2,,,,,,,,,,,,,FL_200,Coin flip|Quiz,FL_21,FL_13,,,,,,,,,,,3|1|6|5|2|9|8|10|4|12|13|7|11|15|14,-1
Default Response Set,0,07/09/2015 07:43,07/09/2015 07:43,1,KR200246,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 07:34,07/09/2015 07:44,1,ZA200178,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,yes,EN,Portugal,598,{Invalid Expression},1,2,5,160,1,,Stefeani,Dave,,3,"Gary, Indiana, United States",0,1,0,0,1,1,1,1,1,1,2,4,3,4,3,3,4,4,4,4,4,4,4,4,2,,55,1,South African,2,2,4,50 000,2,1,2,2,2,2,1,,,,,,,,,,,,,FL_199,Coin flip|Quiz,FL_20,FL_12,,,,,,,,,,,6|9|11|15|8|5|14|3|12|10|1|13|4|2|7,-1
Default Response Set,0,07/09/2015 07:42,07/09/2015 07:48,1,IN200195,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,no,EN,Denmark,306,{Invalid Expression},1,2,5,78,1,-,-,-,-,-,-,0,0,0,0,0,0,1,1,1,1,1,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,12,,Indian,2,2,3,-,2,7,2,2,2,2,2,FL_181,Quiz|Coin flip,,,,,,,,,,,,,FL_21,FL_14,,,,,,,,,,,12|2|7|4|1|6|13|9|14|8|3|5|10|11|15,-1
Default Response Set,0,07/09/2015 07:36,07/09/2015 07:51,1,ZA200174,Qual12-1114CountriesUKUS,,,,2,1,,EN,3,no,EN,South Africa,925,{Invalid Expression},1,1,5,160,1,Ludwig van Beethoven,Stefani Joanne Angelina Germanotta,Aaron Burckhard,1862,Three,"Gary, Indiana ",1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,99,,Indian,2,2,4,16000,1,4,1,2,2,2,1,,,,,,,,,,,,,FL_200,Coin flip|Quiz,FL_21,FL_15,,,,,,,,,,,11|5|1|7|12|14|10|2|3|13|15|4|6|9|8,-1
Default Response Set,0,07/09/2015 07:58,07/09/2015 07:58,1,KR200247,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 07:24,07/09/2015 08:01,1,ZA200171,Qual12-1114CountriesUKUS,,,,2,1,,EN,5,no,EN,Argentina,2223,{Invalid Expression},1,2,2,160,1,Ludwig van Beethoven,Stefani Germanotta,Dave,1862,5,Indiana,1,1,0,1,0,0,1,1,1,1,2,5,4,3,1,2,4,4,2,4,4,4,5,3,5,2,90,,South African,1,1,1,10000 monthly,2,7,2,2,1,1,2,,,,,,,,,,,,,FL_199,Quiz|Coin flip,FL_21,FL_13,,,,,,,,,,,5|8|3|12|1|14|13|15|7|6|4|11|10|9|2,-1
Default Response Set,0,07/09/2015 07:42,07/09/2015 08:02,1,DK200229,Qual12-1114CountriesUKUS,,,,2,1,,DA,3,yes,DA,Danmark,1201,{Invalid Expression},1,1,4,48,1,Ludwig van Beethoven,Stefani Joanne Angelina Germanotta,Aaron Burckhard,1940,4,Gary Indiana,1,1,1,0,0,1,1,1,1,1,1,4,4,3,2,3,3,2,4,4,4,2,4,4,2,2,75,1,dansk,2,2,5,550000kr,3,2,1,2,2,2,2,,,,,,,,,,,FL_197,Coin flip|Quiz,,,FL_20,,FL_269,,,,,,,,,,2|5|7|12|14|3|9|11|1|13|10|15|4|8|6,-1
Default Response Set,0,07/09/2015 08:04,07/09/2015 08:04,1,KR200248,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 08:08,07/09/2015 08:09,1,KR200250,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 07:25,07/09/2015 08:12,1,KR200243,Qual12-1114CountriesUKUS,,,,2,1,,KO,3,no,KO,포르투갈,2842,{유효하지 않은 수식},1,1,6,139,1,Ludwig Van Beethoven,Stefani Joanne Angelina Germanotta,Dave Grohl,1862,3,"게리시, 인디애나주",1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,50,,대한민국,3,2,3,3900000,4,7,1,2,2,2,2,,,FL_185,Coin flip|Quiz,,,,,,,,,,,FL_21,,,,,FL_231,,,,,,,7|8|15|6|4|9|3|13|2|11|12|10|1|14|5,-1
Default Response Set,0,07/09/2015 08:16,07/09/2015 08:17,1,UK200233,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 08:24,07/09/2015 08:25,1,ZA200189,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 08:31,07/09/2015 08:31,1,IN200200,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,EN,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 08:33,07/09/2015 08:46,1,DK200230,Qual12-1114CountriesUKUS,,,,2,1,,DA,5,yes,DA,Forenede Kongerige Storbritannien og Nordirland,805,{Invalid Expression},1,1,4,48,1,Beethoven,Stefani,Dave Grohl,1862,3,"Gary , Indiana",1,1,1,1,1,1,1,1,1,1,2,4,3,4,2,3,4,4,3,3,4,2,2,3,3,3,10,1,Dansker,3,1,1,140000,4,4,2,2,2,2,2,,,,,,,,,,,FL_196,Quiz|Coin flip,,,FL_20,,FL_266,,,,,,,,,,11|9|8|13|15|7|14|12|4|10|1|3|5|6|2,-1
Default Response Set,0,07/09/2015 09:04,07/09/2015 09:04,1,KR200255,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 09:13,07/09/2015 09:34,1,KR200256,Qual12-1114CountriesUKUS,,,,2,1,,KO,3,no,KO,인도,1308,{유효하지 않은 수식},1,2,6,139,1,베토벤,스테파니 조앤 안젤리나 제르마노타,데이브 그롤,1862년,3개,"  개리, 인디애나 주 ",1,0,1,1,1,1,1,1,1,1,1,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,10,,대한민국,1,2,2,6500000,2,7,1,2,2,2,2,,,FL_185,Coin flip|Quiz,,,,,,,,,,,FL_21,,,,,FL_228,,,,,,,4|8|10|14|3|13|2|6|1|15|11|7|12|9|5,-1
Default Response Set,0,07/09/2015 09:37,07/09/2015 09:46,1,KR200260,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,KO,,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
Default Response Set,0,07/09/2015 09:50,07/09/2015 09:50,1,DK200232,Qual12-1114CountriesUKUS,,,,2,2,NoConsent,,,,DA,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
